Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
41,41,5,5,36,36,3,train/00003_00014_00024.png
184,157,15,13,169,144,30,train/00030_00000_00028.png
37,39,5,5,32,34,0,train/00000_00006_00004.png
36,35,5,6,31,30,31,train/02505.png
42,41,6,5,37,36,3,train/00003_00039_00016.png
47,49,5,6,42,44,35,train/00035_00032_00022.png
128,128,12,12,117,117,16,train/00016_00006_00025.png
33,34,5,6,27,29,1,train/00001_00024_00028.png
28,28,6,6,23,23,8,train/00008_00043_00000.png
51,60,5,6,46,55,12,train/00012_00033_00021.png
43,40,5,5,37,35,8,train/10639.png
32,33,6,6,27,27,5,train/00005_00047_00006.png
51,49,5,5,46,44,12,train/00012_00022_00020.png
41,42,5,5,36,37,3,train/00003_00000_00018.png
37,33,6,5,32,28,25,train/00025_00045_00004.png
48,48,6,6,43,43,12,train/00012_00056_00014.png
37,39,6,6,31,34,35,train/00035_00034_00010.png
46,51,5,5,41,46,2,train/01767.png
112,110,10,9,103,101,2,train/00002_00014_00028.png
36,34,5,6,31,29,25,train/02986.png
53,51,5,6,48,46,2,train/00002_00054_00024.png
55,51,6,5,50,46,22,train/00022_00008_00020.png
34,35,5,5,29,30,35,train/00035_00002_00006.png
39,39,6,5,34,34,5,train/00005_00055_00015.png
25,25,5,5,20,20,17,train/00017_00010_00001.png
46,46,6,6,41,41,12,train/00012_00031_00010.png
35,38,5,6,30,33,38,train/06683.png
88,89,7,8,81,82,2,train/01730.png
43,44,6,5,38,39,9,train/00009_00047_00020.png
40,39,6,5,35,34,1,train/00001_00014_00016.png
36,35,6,5,31,30,35,train/00035_00039_00006.png
105,95,10,9,96,87,19,train/00019_00005_00028.png
43,41,6,5,38,36,38,train/05881.png
36,36,5,5,31,31,1,train/00001_00071_00000.png
31,30,6,5,26,25,12,train/00012_00013_00008.png
40,41,5,6,35,36,1,train/00001_00037_00018.png
49,48,6,6,43,43,23,train/00023_00012_00023.png
41,40,6,5,36,35,8,train/00008_00042_00018.png
29,29,5,5,24,24,39,train/00039_00003_00004.png
41,41,5,5,36,36,38,train/00038_00044_00007.png
45,44,6,5,40,39,4,train/00004_00033_00017.png
132,124,12,10,121,114,2,train/00002_00051_00029.png
83,86,7,7,76,79,2,train/00002_00036_00029.png
72,73,6,7,66,67,1,train/04499.png
72,76,6,6,66,69,0,train/00000_00006_00022.png
35,36,5,6,30,31,5,train/05651.png
44,47,6,6,39,42,38,train/00038_00054_00019.png
105,109,9,9,96,100,9,train/00009_00012_00027.png
35,34,5,6,29,28,2,train/00002_00048_00013.png
49,80,5,7,43,73,15,train/05599.png
31,32,6,6,26,27,4,train/00004_00008_00007.png
28,29,5,5,23,24,34,train/00034_00001_00002.png
33,39,5,5,28,34,12,train/03284.png
54,60,5,5,49,55,25,train/04807.png
56,58,6,5,51,53,37,train/00037_00006_00015.png
34,34,5,5,29,29,12,train/00012_00041_00016.png
98,96,8,8,90,88,2,train/03661.png
39,42,5,5,34,37,38,train/00038_00011_00006.png
29,30,6,6,24,25,5,train/04560.png
87,74,8,6,80,68,22,train/00022_00003_00027.png
97,89,9,8,89,82,13,train/00013_00059_00023.png
37,36,6,6,32,31,4,train/00004_00015_00013.png
29,28,6,6,23,23,7,train/00007_00041_00000.png
32,33,6,6,26,27,34,train/04040.png
29,29,5,6,24,24,29,train/00029_00006_00000.png
43,41,5,5,38,36,25,train/00025_00049_00004.png
57,57,5,5,52,52,24,train/05742.png
38,39,5,5,33,34,8,train/00008_00013_00009.png
40,39,6,5,35,34,5,train/09010.png
71,73,7,7,65,67,16,train/00016_00010_00029.png
41,40,5,6,36,35,23,train/10396.png
38,40,6,6,33,35,12,train/00012_00015_00006.png
43,43,6,6,37,38,3,train/00003_00013_00018.png
31,35,6,5,25,29,33,train/00033_00018_00004.png
27,32,6,6,22,26,17,train/10821.png
54,55,5,6,49,50,5,train/00005_00043_00028.png
27,43,5,5,22,38,17,train/00017_00002_00010.png
49,43,6,6,44,38,13,train/00013_00044_00009.png
31,32,5,5,26,27,3,train/08051.png
41,39,5,5,36,34,26,train/02116.png
29,33,5,5,24,28,17,train/07177.png
113,113,10,10,104,104,7,train/00007_00016_00027.png
42,44,6,6,37,39,4,train/00004_00031_00024.png
26,26,5,6,20,21,7,train/00007_00000_00000.png
86,93,7,8,79,85,5,train/00005_00004_00029.png
41,40,6,5,35,34,29,train/00029_00004_00009.png
34,34,6,6,29,29,10,train/01744.png
52,54,5,6,47,49,12,train/00012_00069_00006.png
40,41,5,6,35,36,13,train/00013_00018_00011.png
46,48,5,5,41,43,12,train/00012_00061_00011.png
36,35,6,5,31,30,21,train/00021_00000_00002.png
33,33,6,5,28,28,38,train/00038_00066_00000.png
141,141,12,13,129,129,25,train/11311.png
59,53,6,5,53,48,13,train/00013_00033_00017.png
68,70,7,7,62,64,38,train/00038_00021_00029.png
28,29,5,6,23,24,40,train/08344.png
33,33,6,6,28,28,32,train/00032_00002_00007.png
52,49,6,5,47,43,13,train/00013_00056_00007.png
30,30,6,6,25,25,2,train/00002_00068_00001.png
67,63,6,6,61,58,22,train/00022_00011_00025.png
52,50,5,5,46,45,10,train/03892.png
47,45,6,6,41,39,11,train/07535.png
30,30,5,5,25,25,21,train/00021_00002_00001.png
57,58,6,5,52,53,9,train/00009_00021_00021.png
50,48,6,6,45,43,17,train/00017_00020_00023.png
56,60,5,6,51,55,38,train/00038_00037_00021.png
85,85,7,8,78,78,35,train/00035_00015_00026.png
55,57,6,6,50,52,16,train/00016_00000_00003.png
44,45,6,6,39,40,38,train/06224.png
69,61,7,6,63,56,13,train/00013_00063_00024.png
72,68,6,6,66,61,11,train/00011_00002_00003.png
42,36,6,5,36,31,31,train/00031_00012_00008.png
28,27,5,6,22,21,5,train/00005_00026_00001.png
29,30,5,5,24,24,14,train/00014_00017_00005.png
52,53,6,6,47,47,9,train/00009_00016_00018.png
31,32,5,6,26,27,1,train/00001_00004_00014.png
56,50,5,6,51,45,13,train/07759.png
55,53,5,5,50,48,15,train/11085.png
55,54,6,5,50,49,2,train/00002_00003_00013.png
36,35,6,5,31,30,11,train/00011_00014_00005.png
44,45,5,6,39,40,38,train/00038_00059_00012.png
54,58,6,5,49,53,25,train/00025_00048_00019.png
36,37,5,6,31,32,17,train/08064.png
33,31,6,6,28,26,28,train/00028_00012_00006.png
27,27,5,5,22,22,33,train/00033_00022_00007.png
37,37,5,5,32,31,33,train/00033_00012_00016.png
38,37,6,6,33,32,33,train/07489.png
43,43,6,6,38,38,4,train/00004_00054_00007.png
36,36,6,6,31,31,5,train/00005_00001_00017.png
35,38,5,6,30,33,17,train/00017_00019_00004.png
44,43,6,5,38,37,31,train/00031_00019_00006.png
72,69,7,6,66,63,9,train/00009_00027_00028.png
40,54,5,5,35,49,38,train/00038_00052_00001.png
32,31,6,6,26,26,7,train/00007_00031_00011.png
42,41,6,5,37,36,8,train/11792.png
71,73,7,7,65,67,5,train/00005_00051_00028.png
60,59,5,5,55,53,11,train/01284.png
39,38,5,5,34,33,18,train/00018_00021_00015.png
38,38,6,6,33,33,6,train/00006_00013_00016.png
61,56,6,6,56,51,13,train/00013_00021_00022.png
58,58,5,5,53,53,12,train/00012_00018_00019.png
47,46,6,5,42,41,5,train/00395.png
32,32,5,5,27,27,16,train/00016_00005_00009.png
34,35,6,6,29,30,12,train/00012_00068_00006.png
57,53,6,6,52,48,28,train/00028_00004_00022.png
31,32,5,5,26,27,5,train/05113.png
64,61,6,6,59,56,24,train/00024_00004_00021.png
69,69,7,7,63,63,4,train/00004_00061_00029.png
37,36,6,6,32,31,12,train/05487.png
60,57,6,5,54,51,36,train/07271.png
56,56,6,6,51,51,4,train/00004_00000_00016.png
141,131,13,12,129,120,25,train/00025_00042_00029.png
41,40,6,6,36,35,2,train/00002_00053_00017.png
44,44,5,5,39,39,12,train/00012_00028_00020.png
56,53,6,6,51,48,27,train/00027_00004_00018.png
157,157,14,13,144,144,14,train/00014_00013_00027.png
28,31,5,6,23,26,17,train/00017_00011_00014.png
48,44,6,5,43,38,28,train/00028_00015_00018.png
39,40,6,6,34,35,14,train/00014_00013_00000.png
224,201,19,18,205,184,13,train/00013_00003_00029.png
37,37,5,5,32,32,7,train/00007_00004_00009.png
72,67,6,6,65,61,20,train/10664.png
67,61,6,6,61,56,31,train/00031_00006_00027.png
34,33,6,5,29,28,10,train/00010_00012_00006.png
30,35,5,6,25,30,14,train/00014_00008_00001.png
48,52,6,6,43,47,14,train/00014_00022_00013.png
53,47,6,5,48,42,23,train/00023_00006_00020.png
152,132,14,12,139,121,11,train/00011_00017_00029.png
68,69,7,6,62,63,16,train/02614.png
50,48,6,5,45,43,13,train/11615.png
38,38,5,6,32,32,18,train/06964.png
33,31,6,5,28,26,17,train/00017_00020_00006.png
54,51,5,5,49,46,25,train/01392.png
32,32,6,6,27,27,4,train/08360.png
32,32,5,5,27,27,16,train/00016_00010_00004.png
29,31,5,6,24,26,7,train/00007_00037_00005.png
30,30,6,5,25,25,12,train/00012_00068_00000.png
52,57,5,6,47,52,11,train/00011_00035_00004.png
77,77,6,7,70,71,9,train/00009_00026_00019.png
26,27,5,5,21,22,2,train/00002_00002_00001.png
37,34,5,5,31,29,4,train/00004_00051_00010.png
26,26,5,5,20,20,5,train/11056.png
45,45,5,6,39,40,4,train/00004_00047_00009.png
98,98,9,8,90,89,1,train/00001_00034_00027.png
111,117,9,10,102,107,26,train/00026_00001_00029.png
32,32,6,5,27,27,12,train/01014.png
70,69,7,6,64,63,33,train/00033_00005_00013.png
50,56,5,5,45,51,6,train/00006_00008_00027.png
41,42,5,6,36,37,9,train/00009_00003_00020.png
71,70,7,7,65,63,11,train/00011_00001_00013.png
45,45,5,5,40,40,9,train/04955.png
33,33,5,6,27,27,4,train/00004_00064_00009.png
27,26,5,5,22,21,2,train/00002_00010_00003.png
81,80,8,7,74,73,3,train/00003_00029_00029.png
56,58,6,5,51,53,17,train/00017_00023_00028.png
44,45,6,5,39,40,35,train/07952.png
63,61,5,5,58,56,4,train/00004_00045_00029.png
31,28,6,6,26,23,13,train/00013_00049_00001.png
117,117,11,11,107,107,2,train/12343.png
33,40,5,5,28,35,17,train/00017_00013_00029.png
32,32,5,5,27,27,41,train/03905.png
41,39,6,5,36,33,25,train/00025_00035_00015.png
34,35,5,6,29,30,35,train/09618.png
53,54,6,5,48,49,10,train/00010_00056_00026.png
65,64,6,5,59,59,9,train/00009_00012_00022.png
43,39,6,5,38,34,11,train/05674.png
109,104,10,9,100,95,2,train/00002_00052_00025.png
28,28,5,5,23,23,18,train/00018_00027_00003.png
48,45,5,5,43,40,13,train/00013_00028_00016.png
38,35,6,6,33,30,31,train/00031_00012_00005.png
81,70,7,6,74,64,13,train/00013_00047_00016.png
50,52,5,6,45,47,41,train/00041_00004_00024.png
52,46,6,5,47,41,29,train/00029_00005_00016.png
26,28,5,6,21,23,8,train/11953.png
56,58,5,6,51,52,16,train/07128.png
65,69,6,7,60,63,10,train/00010_00059_00024.png
47,48,6,6,42,43,34,train/00034_00003_00004.png
75,71,7,7,69,65,32,train/00306.png
59,59,6,6,54,54,8,train/00008_00014_00023.png
48,55,5,6,43,50,15,train/00015_00011_00012.png
28,32,5,5,23,27,40,train/00040_00008_00002.png
39,40,5,6,34,35,20,train/00020_00009_00010.png
121,121,10,10,111,111,4,train/00004_00039_00029.png
45,41,6,5,39,36,5,train/12334.png
42,42,5,5,37,37,32,train/04977.png
70,59,7,5,64,54,13,train/08425.png
35,36,5,6,30,31,1,train/00001_00072_00000.png
43,44,5,6,38,39,5,train/00005_00051_00016.png
50,43,5,5,45,38,20,train/00020_00001_00020.png
34,35,6,6,29,29,5,train/00005_00047_00009.png
49,44,6,6,44,39,26,train/00026_00002_00026.png
43,42,5,6,38,37,25,train/00025_00028_00000.png
39,40,5,6,34,35,9,train/00009_00032_00011.png
43,45,6,6,37,39,38,train/00038_00003_00011.png
32,33,5,6,27,28,7,train/00007_00003_00002.png
52,51,5,6,47,46,18,train/00018_00018_00008.png
34,34,5,5,29,29,31,train/00031_00011_00005.png
43,38,5,5,37,33,27,train/00027_00002_00011.png
33,34,6,6,28,29,35,train/00035_00012_00001.png
64,64,5,5,59,59,3,train/00003_00035_00026.png
50,50,6,5,45,45,1,train/04352.png
37,37,6,6,32,32,5,train/00005_00024_00014.png
28,28,6,6,23,23,3,train/00003_00037_00001.png
64,59,5,5,59,53,25,train/00025_00033_00022.png
46,47,5,5,41,42,7,train/00007_00031_00024.png
37,39,5,6,31,33,9,train/00009_00042_00006.png
41,42,6,5,35,37,12,train/00012_00048_00005.png
108,110,9,10,99,101,1,train/00001_00056_00028.png
40,43,6,6,35,38,8,train/00008_00017_00015.png
49,45,6,5,44,40,28,train/00028_00003_00015.png
43,45,6,5,37,39,36,train/00036_00004_00020.png
38,36,6,5,33,30,12,train/04412.png
34,34,6,6,29,29,5,train/02699.png
49,46,6,6,43,41,27,train/00027_00000_00003.png
29,28,6,5,24,23,20,train/10393.png
59,58,6,5,54,53,7,train/04578.png
50,49,6,5,45,44,1,train/00001_00041_00011.png
39,38,6,5,33,32,3,train/00003_00003_00012.png
57,51,5,5,52,46,28,train/08709.png
65,59,6,5,60,54,10,train/07055.png
35,32,5,6,30,27,12,train/00012_00010_00003.png
31,35,5,6,26,30,34,train/00034_00006_00014.png
53,53,6,6,48,48,4,train/09263.png
43,44,5,6,38,39,4,train/00004_00000_00002.png
28,29,5,5,23,24,2,train/00002_00069_00014.png
103,94,9,9,94,86,25,train/02540.png
44,47,5,6,39,42,38,train/00038_00064_00018.png
64,62,6,6,59,57,5,train/09944.png
31,31,5,5,25,25,17,train/00017_00005_00006.png
117,109,11,9,107,100,25,train/00025_00012_00027.png
52,52,6,5,47,47,4,train/00004_00026_00021.png
64,59,6,6,59,54,11,train/00011_00011_00017.png
35,35,5,5,30,30,4,train/00004_00037_00010.png
30,30,5,6,24,25,42,train/00042_00005_00009.png
41,40,6,5,35,34,14,train/00014_00025_00015.png
50,46,5,6,45,41,11,train/00011_00029_00002.png
30,31,5,5,25,26,1,train/00001_00019_00005.png
95,98,8,9,87,90,35,train/08084.png
34,32,5,6,29,27,24,train/06528.png
44,47,5,6,39,42,3,train/00003_00002_00019.png
115,116,10,10,105,106,9,train/00009_00013_00029.png
48,50,6,6,43,45,6,train/00006_00003_00021.png
27,26,6,5,21,21,2,train/00002_00072_00000.png
37,37,6,6,32,31,2,train/00002_00068_00013.png
37,35,6,5,32,30,2,train/10953.png
55,59,5,6,50,54,16,train/00016_00001_00014.png
28,27,5,5,23,22,15,train/00896.png
48,42,6,5,43,37,2,train/00002_00000_00014.png
36,37,5,5,31,32,5,train/00005_00032_00017.png
27,26,5,5,22,20,10,train/00010_00035_00000.png
28,28,5,5,22,22,5,train/01820.png
176,153,15,13,161,140,28,train/00028_00008_00029.png
35,38,5,6,30,33,3,train/00003_00021_00012.png
55,52,6,6,50,47,13,train/00013_00056_00012.png
29,28,5,5,24,23,5,train/00005_00005_00005.png
88,84,7,7,81,77,31,train/00031_00010_00029.png
34,33,6,5,28,28,39,train/00039_00008_00002.png
45,47,5,5,40,42,2,train/02574.png
40,40,5,6,35,35,22,train/00022_00006_00014.png
59,60,5,5,54,55,38,train/00038_00000_00023.png
33,31,5,5,28,26,18,train/00018_00011_00008.png
36,36,5,5,31,31,35,train/03459.png
31,29,5,6,26,24,8,train/00008_00028_00007.png
58,61,5,5,53,56,16,train/08467.png
60,65,5,6,55,60,9,train/06100.png
92,95,8,9,84,87,39,train/00039_00000_00010.png
36,34,5,6,31,29,13,train/00013_00004_00010.png
44,45,5,5,39,40,38,train/00038_00024_00016.png
70,64,6,5,64,59,1,train/09519.png
43,39,5,6,38,34,12,train/00012_00010_00011.png
44,43,6,5,39,38,8,train/01748.png
42,41,5,5,37,36,31,train/01045.png
52,49,5,5,47,44,11,train/00011_00008_00007.png
42,40,5,6,37,35,31,train/00031_00020_00015.png
34,35,5,6,28,30,9,train/00009_00035_00006.png
50,44,6,6,45,39,28,train/00028_00002_00008.png
79,70,7,7,72,64,25,train/00025_00015_00020.png
54,53,6,6,48,48,36,train/00036_00000_00020.png
28,30,5,5,23,25,32,train/00032_00004_00005.png
96,98,8,8,88,90,38,train/00038_00023_00027.png
27,28,5,6,22,23,8,train/00008_00043_00002.png
31,32,5,5,26,27,4,train/00004_00058_00009.png
64,67,5,6,59,61,13,train/00013_00050_00021.png
31,31,6,6,26,26,6,train/00537.png
31,32,6,6,26,27,6,train/09648.png
50,52,6,5,45,46,38,train/00038_00020_00017.png
27,30,5,6,22,25,13,train/00013_00000_00006.png
47,48,6,6,41,43,10,train/00010_00042_00019.png
41,41,6,5,35,35,7,train/00007_00029_00018.png
32,32,6,5,26,27,1,train/00001_00051_00002.png
39,42,5,5,34,36,33,train/00033_00014_00015.png
52,48,5,6,47,43,13,train/09905.png
54,54,6,6,49,49,1,train/00001_00044_00021.png
40,36,6,5,35,30,29,train/00029_00006_00011.png
100,94,9,8,92,86,18,train/00018_00005_00013.png
56,66,6,6,51,60,14,train/00014_00014_00011.png
31,32,6,6,26,27,38,train/00038_00039_00006.png
51,51,6,6,45,45,1,train/04864.png
44,41,6,6,39,36,11,train/00011_00021_00016.png
27,29,5,6,22,24,3,train/04543.png
54,55,5,5,49,50,10,train/00010_00022_00025.png
30,27,5,6,25,22,18,train/00018_00016_00000.png
33,34,6,5,28,29,1,train/00001_00012_00008.png
44,43,6,5,39,38,5,train/09640.png
35,35,5,5,30,30,2,train/00002_00034_00011.png
62,62,5,6,57,56,36,train/09747.png
44,44,6,6,39,39,23,train/00023_00012_00020.png
34,37,5,5,29,32,11,train/00011_00037_00008.png
45,44,6,5,40,39,20,train/00020_00009_00018.png
29,30,6,6,24,25,17,train/06084.png
38,39,5,6,33,34,35,train/00035_00026_00009.png
32,33,5,6,27,28,8,train/00008_00023_00003.png
41,41,5,5,36,36,5,train/00005_00057_00017.png
42,42,5,5,37,37,1,train/00001_00072_00007.png
37,37,5,5,32,32,35,train/00035_00022_00000.png
27,28,6,5,22,23,17,train/00017_00008_00002.png
30,29,5,5,25,24,31,train/00954.png
65,65,6,6,60,60,12,train/00012_00034_00011.png
29,30,5,5,24,25,17,train/00017_00003_00009.png
121,110,10,10,110,101,13,train/12443.png
31,31,6,5,26,26,5,train/08528.png
40,40,5,5,35,35,11,train/00011_00031_00004.png
68,67,7,6,62,61,18,train/00018_00015_00019.png
43,47,5,6,37,41,1,train/00612.png
28,27,5,5,23,22,38,train/00038_00027_00001.png
35,37,6,6,30,32,4,train/02938.png
45,46,5,6,40,41,16,train/00016_00007_00023.png
87,87,7,7,80,80,12,train/00012_00039_00025.png
54,55,5,5,49,50,4,train/00004_00037_00025.png
46,44,5,5,41,39,30,train/05779.png
43,41,6,5,38,36,5,train/00005_00036_00018.png
45,45,6,6,40,40,28,train/05870.png
34,35,5,6,29,30,8,train/00008_00041_00006.png
32,33,5,6,27,28,7,train/11783.png
82,82,8,7,75,75,10,train/00010_00025_00029.png
67,72,6,7,61,66,1,train/01176.png
57,55,6,5,52,50,1,train/00718.png
49,45,5,6,44,40,13,train/00013_00043_00013.png
29,29,6,6,24,24,2,train/00002_00042_00005.png
76,71,6,6,69,65,25,train/00025_00007_00013.png
59,64,5,5,54,59,2,train/00002_00020_00027.png
49,50,6,6,44,45,8,train/00008_00044_00022.png
29,31,6,6,24,26,3,train/00003_00028_00011.png
38,38,6,5,33,33,5,train/00005_00029_00016.png
85,81,8,7,78,74,13,train/00013_00015_00014.png
50,47,6,5,45,42,34,train/00386.png
128,129,12,12,117,118,1,train/00001_00070_00027.png
35,35,6,6,30,30,36,train/00036_00002_00008.png
42,43,5,6,37,38,12,train/00012_00018_00013.png
48,43,5,5,43,38,13,train/00013_00052_00018.png
80,75,7,7,73,69,22,train/00022_00012_00025.png
46,46,6,5,41,40,10,train/00010_00039_00021.png
92,100,9,8,84,92,3,train/00003_00006_00029.png
51,53,5,6,45,47,37,train/00037_00003_00023.png
34,33,6,5,29,28,8,train/00008_00014_00004.png
100,100,8,8,92,92,1,train/00001_00015_00027.png
29,38,5,6,24,33,17,train/00017_00013_00013.png
38,42,5,6,33,36,33,train/00033_00014_00014.png
31,31,6,6,26,26,38,train/00038_00038_00009.png
52,50,5,6,47,45,25,train/00025_00021_00018.png
31,32,6,5,26,27,5,train/00005_00057_00004.png
71,70,6,6,65,64,1,train/00001_00054_00023.png
61,60,6,5,56,55,10,train/00010_00011_00022.png
62,63,6,5,57,58,39,train/00039_00007_00010.png
27,27,6,5,22,22,38,train/00038_00042_00003.png
45,45,6,6,40,40,10,train/00010_00008_00017.png
116,113,10,10,106,104,12,train/00012_00052_00015.png
30,31,6,6,25,25,31,train/00031_00013_00005.png
31,29,6,5,26,24,38,train/00038_00046_00008.png
28,27,6,5,23,22,5,train/00005_00036_00002.png
40,41,5,6,35,35,12,train/10282.png
46,47,5,6,41,42,8,train/01275.png
28,28,5,5,22,23,5,train/00005_00039_00004.png
36,38,5,5,31,33,6,train/04129.png
46,49,5,6,41,44,2,train/00002_00034_00019.png
140,129,12,11,127,118,25,train/00025_00008_00021.png
33,31,6,6,28,26,4,train/00004_00055_00001.png
45,44,6,5,40,39,12,train/07443.png
42,38,6,5,37,33,26,train/00026_00005_00009.png
36,34,5,5,30,29,26,train/00026_00013_00009.png
52,52,5,5,47,47,5,train/00005_00052_00026.png
44,45,6,5,39,40,5,train/00005_00049_00023.png
41,47,6,6,36,42,17,train/06251.png
46,48,5,5,41,43,38,train/12146.png
32,32,5,5,27,27,4,train/00004_00038_00002.png
42,40,5,5,37,35,11,train/00011_00039_00017.png
27,27,6,6,22,22,9,train/00015.png
30,31,5,6,25,26,7,train/00007_00044_00012.png
31,30,6,5,26,25,8,train/00008_00033_00011.png
69,60,6,6,63,55,23,train/00023_00015_00017.png
31,33,6,6,26,27,15,train/00015_00004_00005.png
54,56,5,5,49,51,40,train/00040_00010_00019.png
105,106,9,9,96,97,33,train/00033_00009_00028.png
74,73,7,6,68,67,35,train/00035_00025_00025.png
56,56,5,5,51,51,31,train/00031_00021_00022.png
31,32,6,6,26,27,12,train/00012_00017_00000.png
29,30,5,6,24,25,15,train/00015_00005_00008.png
63,68,5,6,58,62,9,train/00009_00017_00024.png
51,51,5,5,46,46,14,train/00014_00001_00014.png
34,33,6,6,29,28,17,train/00017_00020_00011.png
56,53,5,5,51,48,11,train/12186.png
111,104,9,9,101,95,11,train/07227.png
32,32,6,6,27,27,1,train/00001_00034_00003.png
28,29,5,5,23,24,3,train/00003_00039_00007.png
30,32,5,5,25,27,3,train/00003_00035_00003.png
70,60,7,6,64,55,10,train/00010_00033_00028.png
38,38,5,5,33,33,7,train/11075.png
56,52,5,6,51,47,28,train/00028_00006_00016.png
47,47,6,6,42,42,20,train/00020_00009_00022.png
44,44,5,5,39,38,34,train/09751.png
47,49,5,6,42,44,28,train/00028_00016_00014.png
32,33,5,6,27,28,10,train/03124.png
51,51,6,6,45,46,32,train/00032_00004_00021.png
52,49,5,5,47,44,13,train/12033.png
47,46,6,5,41,40,1,train/00001_00016_00015.png
30,31,6,6,25,26,2,train/00002_00071_00013.png
44,40,6,6,39,35,25,train/06053.png
58,50,6,5,53,45,28,train/00028_00007_00000.png
56,50,5,6,51,45,13,train/00013_00043_00019.png
43,41,5,5,38,36,23,train/12567.png
38,37,6,5,33,32,10,train/00010_00049_00014.png
104,106,10,10,95,97,35,train/00035_00026_00027.png
36,32,6,5,31,27,25,train/00025_00045_00003.png
34,31,6,5,29,26,10,train/00010_00011_00004.png
33,34,5,5,28,29,17,train/00017_00035_00021.png
31,32,5,6,26,27,2,train/00002_00040_00012.png
35,35,6,6,29,29,41,train/00041_00007_00004.png
40,41,6,6,35,35,39,train/00039_00008_00015.png
97,96,8,9,89,88,1,train/00001_00007_00026.png
34,32,6,5,28,27,1,train/00001_00067_00002.png
30,31,5,6,25,26,4,train/00004_00022_00004.png
28,27,6,5,23,22,12,train/01618.png
44,45,6,6,39,40,12,train/01408.png
35,35,6,6,30,30,34,train/00034_00001_00012.png
32,33,6,5,27,27,5,train/00005_00001_00013.png
37,39,6,6,31,33,7,train/00007_00001_00020.png
98,98,8,8,90,90,16,train/00016_00006_00016.png
29,28,6,5,24,23,10,train/09765.png
44,45,6,6,39,40,4,train/00004_00002_00016.png
27,32,6,6,22,27,38,train/00038_00033_00004.png
27,26,5,6,22,21,25,train/00025_00032_00002.png
33,32,6,5,28,27,33,train/00033_00003_00005.png
40,43,5,6,35,38,35,train/00035_00024_00018.png
69,63,7,5,63,58,22,train/00022_00012_00023.png
62,65,5,6,57,60,8,train/00008_00044_00027.png
29,31,6,6,24,26,38,train/00038_00068_00001.png
47,48,6,6,41,43,17,train/00017_00010_00024.png
80,71,7,6,73,65,23,train/00023_00007_00028.png
82,85,8,8,75,78,9,train/07484.png
32,33,6,6,27,28,2,train/00002_00028_00001.png
60,52,6,5,55,47,26,train/00026_00005_00024.png
29,30,5,5,23,24,1,train/00001_00063_00006.png
53,50,5,6,48,45,10,train/00010_00034_00022.png
50,44,6,6,45,39,13,train/00013_00042_00015.png
53,51,6,5,48,46,10,train/00010_00040_00024.png
40,40,5,5,34,35,9,train/00009_00011_00011.png
61,59,5,5,56,54,12,train/00012_00068_00026.png
40,40,6,6,35,35,34,train/00034_00013_00007.png
55,60,5,6,50,55,17,train/00017_00006_00024.png
36,34,5,5,31,28,25,train/00025_00037_00010.png
31,32,5,6,26,27,4,train/00004_00039_00001.png
36,37,5,6,31,32,42,train/00042_00006_00011.png
51,48,5,5,46,43,25,train/00025_00033_00017.png
68,70,6,6,62,63,14,train/00014_00001_00018.png
54,56,5,6,49,50,2,train/00002_00054_00025.png
63,61,6,5,57,55,1,train/00001_00066_00019.png
50,49,5,6,45,44,11,train/00011_00012_00012.png
40,41,5,6,35,36,34,train/06208.png
28,28,6,6,23,23,5,train/00005_00053_00003.png
33,31,6,5,28,26,2,train/08937.png
43,43,5,5,38,38,2,train/00002_00073_00018.png
34,33,6,5,29,28,4,train/00004_00037_00006.png
47,47,6,6,42,42,4,train/01156.png
54,64,6,5,49,59,38,train/00038_00016_00020.png
29,29,5,5,24,24,3,train/11778.png
82,72,8,6,74,65,18,train/00018_00001_00024.png
52,53,5,6,47,48,7,train/00007_00005_00016.png
46,46,6,5,41,41,38,train/00038_00040_00000.png
94,100,8,9,86,92,13,train/00013_00035_00021.png
47,40,6,5,42,35,30,train/00030_00003_00007.png
29,32,5,5,23,26,6,train/08431.png
37,38,6,5,32,33,6,train/00006_00002_00013.png
75,68,7,6,69,62,5,train/00005_00029_00029.png
34,33,6,6,29,28,20,train/09389.png
60,62,5,5,55,56,14,train/02872.png
59,59,5,5,54,54,5,train/00005_00013_00026.png
69,63,7,5,63,58,5,train/10231.png
71,61,7,6,64,56,23,train/00023_00011_00014.png
72,67,6,6,66,61,29,train/10461.png
76,58,7,5,70,53,13,train/00013_00068_00014.png
32,32,5,6,27,27,9,train/00009_00034_00010.png
30,32,5,6,25,27,8,train/00008_00034_00000.png
33,34,5,5,28,29,3,train/00003_00007_00012.png
57,53,6,5,52,48,31,train/00031_00007_00024.png
64,121,5,10,59,111,17,train/10996.png
69,70,7,6,62,63,12,train/00012_00056_00025.png
58,58,5,5,53,53,4,train/00004_00028_00027.png
34,36,6,6,29,31,42,train/03039.png
37,39,6,6,32,33,1,train/11098.png
33,31,6,6,28,26,10,train/00010_00034_00008.png
82,86,7,8,75,79,1,train/00001_00059_00025.png
37,36,6,5,32,31,8,train/00008_00017_00012.png
35,35,5,6,30,30,2,train/00002_00042_00014.png
36,39,6,6,30,34,15,train/00015_00013_00008.png
41,46,5,5,35,41,35,train/00035_00034_00025.png
33,31,5,5,28,26,8,train/05997.png
